"","guess","expectation","min","max_remain","remaining"
"1","butch",3,3,1,FALSE
"2","beach",2.75,2,2,FALSE
"3","belch",2.75,2,2,FALSE
"4","bunch",2.75,2,2,FALSE
"5","leach",2.75,2,2,FALSE
"6","mulch",2.75,2,2,FALSE
"7","teach",2.75,2,2,FALSE
"8","alpha",2.5,2,2,FALSE
"9","batch",2.5,2,2,FALSE
"10","beast",2.5,2,2,FALSE
