"","guess","expectation","min","max_remain","remaining"
"1","aback",2,2,1,FALSE
"2","batch",2,2,1,FALSE
"3","beach",2,2,1,FALSE
"4","beech",2,2,1,FALSE
"5","belch",2,2,1,FALSE
"6","bench",2,2,1,FALSE
"7","bevel",2,2,1,FALSE
"8","birch",2,2,1,FALSE
"9","black",2,2,1,FALSE
"10","block",2,2,1,FALSE
