"","guess","expectation","min","max_remain","remaining"
"1","robin",2,2,1,TRUE
"2","abbot",2,2,1,FALSE
"3","abhor",2,2,1,FALSE
"4","abode",2,2,1,FALSE
"5","abort",2,2,1,FALSE
"6","about",2,2,1,FALSE
"7","actor",2,2,1,FALSE
"8","admit",2,2,1,FALSE
"9","adobe",2,2,1,FALSE
"10","adorn",2,2,1,FALSE
