"","guess","expectation","min","max_remain","remaining"
"1","sprig",2,2,1,TRUE
"2","strip",2,2,1,TRUE
"3","about",2,2,1,FALSE
"4","adopt",2,2,1,FALSE
"5","apron",2,2,1,FALSE
"6","audit",2,2,1,FALSE
"7","augur",2,2,1,FALSE
"8","bigot",2,2,1,FALSE
"9","bingo",2,2,1,FALSE
"10","birth",2,2,1,FALSE
